id_vente,date,heure,id_produit,nom_produit,prix_produit,categorie_produit,quantite,pays,ville,methode_paiement,statut_commande,satisfaction_client
V003345,2023-12-17,11:15:00,P007,Tablette,299.99,Électronique,3,Suisse,Ville_3_Suisse,Carte de crédit,Annulée,1
V003346,2023-05-09,03:08:00,P012,Enceinte Bluetooth,59.99,Électronique,1,Espagne,Ville_18_Espagne,Virement bancaire,Expédiée,3
V003347,2023-01-27,15:42:00,P012,Enceinte Bluetooth,59.99,Électronique,1,France,Ville_18_France,PayPal,Expédiée,1
V003348,2023-09-18,14:41:00,P014,Appareil photo numérique,349.99,Électronique,2,France,Ville_9_France,PayPal,Expédiée,4
V003349,2023-10-29,15:25:00,P011,Roman bestseller,14.99,Livres,2,Allemagne,Ville_7_Allemagne,Carte de crédit,Expédiée,2
V003350,2023-02-13,00:10:00,P011,Roman bestseller,14.99,Livres,1,Allemagne,Ville_4_Allemagne,PayPal,Annulée,3
V003351,2023-07-21,13:53:00,P019,Couverture chauffante,44.99,Maison,1,Royaume-Uni,Ville_9_Royaume-Uni,Google Pay,En cours de traitement,1
X003352,2023-06-27,09:06:00,P017,Stylo de luxe,49.99,Papeterie,2,France,Ville_13_France,Apple Pay,En cours de traitement,5
V003353,2023-05-04,17:56:00,P002,Ordinateur portable,899.99,Électronique,3,France,Ville_33_France,Apple Pay,Expédiée,5
V003354,2023-05-26,05:54:00,P019,Couverture chauffante,44.99,Maison,2,Belgique,Ville_19_Belgique,PayPal,Livrée,3
V003355,2023-07-05,07:05:00,P003,Livre de cuisine,24.99,Livres,4,France,Ville_17_France,Google Pay,Livrée,2
V003356,2023-05-19,05:14:00,P012,Enceinte Bluetooth,59.99,Électronique,3,Royaume-Uni,Ville_9_Royaume-Uni,Apple Pay,Annulée,5
V003357,2023-02-20,11:30:00,P006,Machine à café,79.99,Électroménager,2,France,Ville_9_France,PayPal,Annulée,5
V003358,2023-03-10,12:08:00,P013,Sac à dos,39.99,Accessoires,3,Royaume-Uni,Ville_14_Royaume-Uni,Google Pay,En cours de traitement,4
V003359,2023-11-24,12:46:00,P005,T-shirt,19.99,Vêtements,2,France,Ville_2_France,PayPal,Livrée,3
V003360,2023-12-13,05:31:00,P007,Tablette,299.99,Électronique,1,Espagne,Ville_45_Espagne,PayPal,Expédiée,5
V003361,2023-06-28,01:49:00,P009,Aspirateur robot,199.99,Électroménager,5,Pays-Bas,Ville_29_Pays-Bas,Carte de crédit,Expédiée,3
V003362,2023-12-09,14:42:00,P011,Roman bestseller,14.99,Livres,5,France,Ville_24_France,Carte de crédit,Expédiée,5
V003363,2023-04-04,20:24:00,P020,Jeu de société,29.99,Catégorie Invalide,3,France,Ville_44_France,Google Pay,En cours de traitement,2
V003364,2023-03-14,01:31:00,P008,Chaussures de sport,89.99,Vêtements,1,France,Ville_18_France,Google Pay,Livrée,5
V003365,2023-03-06,11:45:00,P017,Stylo de luxe,49.99,Papeterie,2,France,Ville_28_France,Apple Pay,En cours de traitement,2
V003366,2023-12-30,23:00:00,P013,Sac à dos,39.99,Accessoires,2,Allemagne,Ville_8_Allemagne,Virement bancaire,Expédiée,5
V003367,2023-10-26,05:16:00,P009,Aspirateur robot,199.99,Électroménager,1,France,Ville_31_France,Google Pay,Livrée,5
X003368,2023-01-15,20:35:00,P002,Ordinateur portable,899.99,Électronique,3,Espagne,Ville_36_Espagne,Virement bancaire,Livrée,3
V003369,2023-10-12,09:00:00,P012,Enceinte Bluetooth,59.99,Électronique,2,France,Ville_7_France,PayPal,Livrée,5
X003370,2023-05-15,13:02:00,P013,Sac à dos,39.99,Accessoires,3,Allemagne,Ville_28_Allemagne,PayPal,Annulée,2
V003371,2023-01-11,23:41:00,P005,T-shirt,19.99,Vêtements,3,Royaume-Uni,Ville_46_Royaume-Uni,Carte de crédit,Livrée,5
V003372,2023-07-28,03:29:00,P007,Tablette,299.99,Électronique,2,France,Ville_32_France,Google Pay,Livrée,4
V003373,2023-10-07,19:51:00,P008,Chaussures de sport,89.99,Vêtements,4,Espagne,Ville_32_Espagne,Google Pay,Annulée,3
V003374,2023-08-27,21:59:00,P013,Sac à dos,39.99,Accessoires,1,France,Ville_31_France,Virement bancaire,Livrée,5
V003375,2023-09-11,04:25:00,P006,Machine à café,79.99,Électroménager,2,France,Ville_10_France,Virement bancaire,Livrée,4
V003376,2023-04-10,04:32:00,P017,Stylo de luxe,49.99,Papeterie,5,France,Ville_25_France,PayPal,En cours de traitement,3
V003377,2023-03-07,16:06:00,P006,Machine à café,79.99,Électroménager,5,France,Ville_4_France,Carte de crédit,En cours de traitement,5
V003378,2023-09-03,11:50:00,P003,Livre de cuisine,24.99,Livres,3,Italie,Ville_2_Italie,PayPal,Expédiée,4
X003379,2023-11-16,01:14:00,P010,Montre connectée,129.99,Électronique,4,France,Ville_11_France,Google Pay,Expédiée,1
V003380,2023-04-29,05:50:00,P002,Ordinateur portable,899.99,Électronique,4,Italie,Ville_10_Italie,Apple Pay,Livrée,2
V003381,2023-07-06,13:51:00,P013,Sac à dos,39.99,Accessoires,2,France,Ville_45_France,Apple Pay,Livrée,1
V003382,2023-06-22,09:50:00,P004,Casque audio sans fil,149.99,Électronique,3,France,Ville_43_France,Carte de crédit,En cours de traitement,2
V003383,2023-05-08,02:45:00,P009,Aspirateur robot,199.99,Électroménager,2,France,Ville_19_France,Carte de crédit,Livrée,4
V003384,2023-07-28,04:16:00,P017,Stylo de luxe,49.99,Papeterie,1,France,Ville_4_France,Apple Pay,En cours de traitement,1
V003385,2023-11-05,06:20:00,P010,Montre connectée,129.99,Électronique,5,Pays Inconnu,Ville_11_Espagne,Google Pay,Expédiée,3
V003386,2023-09-10,17:08:00,P016,Tapis de yoga,29.99,Sport,5,Allemagne,Ville_15_Allemagne,Carte de crédit,Livrée,5
V003387,2023-04-27,13:18:00,P016,Tapis de yoga,29.99,Sport,2,France,Ville_20_France,Virement bancaire,Expédiée,2
V003388,2023-10-08,10:49:00,P009,Aspirateur robot,199.99,Électroménager,2,France,Ville_32_France,PayPal,Annulée,2
V003389,2023-12-09,08:25:00,P017,Stylo de luxe,49.99,Papeterie,1,Espagne,Ville_23_Espagne,Apple Pay,En cours de traitement,4
V003390,2023-02-24,08:11:00,P005,T-shirt,19.99,Vêtements,3,France,Ville_9_France,Google Pay,Expédiée,4
V003391,2023-04-09,01:39:00,P011,Roman bestseller,14.99,Livres,2,France,Ville_29_France,Apple Pay,Annulée,1
V003392,2023-05-21,04:29:00,P002,Ordinateur portable,899.99,Électronique,1,France,Ville_30_France,Virement bancaire,Livrée,5
V003393,2023-01-04,11:22:00,P005,T-shirt,19.99,Vêtements,3,France,Ville_36_France,PayPal,Livrée,2
V003394,2023-12-13,00:27:00,P012,Enceinte Bluetooth,59.99,Électronique,5,France,Ville_8_France,Carte de crédit,Annulée,1
V003395,2023-05-22,04:51:00,P002,Ordinateur portable,899.99,Électronique,4,France,Ville_19_France,Google Pay,Expédiée,1
V003396,2023-03-29,06:07:00,P006,Machine à café,79.99,Électroménager,3,France,Ville_13_France,Google Pay,Annulée,4
V003397,2023-09-05,05:29:00,P002,Ordinateur portable,899.99,Électronique,3,France,Ville_12_France,Virement bancaire,En cours de traitement,5
V003398,2023-05-08,01:58:00,P017,Stylo de luxe,49.99,Papeterie,2,Belgique,Ville_10_Belgique,PayPal,Livrée,5
V003399,2023-12-04,18:14:00,P008,Chaussures de sport,89.99,Vêtements,4,Allemagne,Ville_23_Allemagne,PayPal,Livrée,3
V003400,2023-03-31,03:37:00,P009,Aspirateur robot,199.99,Électroménager,5,France,Ville_3_France,PayPal,Annulée,4
V003401,2023-09-30,23:09:00,P003,Livre de cuisine,24.99,Livres,1,Royaume-Uni,Ville_20_Royaume-Uni,Apple Pay,En cours de traitement,5
V003402,2023-08-28,05:25:00,P004,Casque audio sans fil,149.99,Électronique,3,France,Ville_19_France,Carte de crédit,Expédiée,5
V003403,2023-08-05,18:07:00,P008,Chaussures de sport,89.99,Vêtements,1,Italie,Ville_6_Italie,Google Pay,En cours de traitement,1
V003404,2023-08-04,02:58:00,P004,Casque audio sans fil,149.99,Électronique,5,Allemagne,Ville_32_Allemagne,Virement bancaire,Expédiée,3
V003405,2023-12-31,12:27:00,P003,Livre de cuisine,24.99,Livres,1,Belgique,Ville_29_Belgique,Apple Pay,Expédiée,2
V003406,2023-04-07,09:29:00,P005,T-shirt,-19.99,Vêtements,5,France,Ville_6_France,Apple Pay,Annulée,1
V003407,2023-02-15,02:06:00,P006,Machine à café,79.99,Électroménager,2,France,Ville_1_France,Google Pay,Expédiée,3
V003408,2023-05-29,03:49:00,P006,Machine à café,79.99,Électroménager,5,Royaume-Uni,Ville_19_Royaume-Uni,Apple Pay,En cours de traitement,4
V003409,2023-09-16,02:45:00,P018,Parfum,69.99,Beauté,2,Royaume-Uni,Ville_27_Royaume-Uni,Google Pay,Livrée,3
V003410,2023-01-09,07:43:00,P018,Parfum,69.99,Beauté,4,Pays-Bas,Ville_31_Pays-Bas,Google Pay,Expédiée,4
V003411,2023-08-21,08:12:00,P013,Sac à dos,39.99,Accessoires,5,France,Ville_40_France,Carte de crédit,En cours de traitement,4
V003412,2023-10-28,06:16:00,P012,Enceinte Bluetooth,59.99,Électronique,5,France,Ville_39_France,Google Pay,En cours de traitement,5
V003413,2023-01-29,04:56:00,P006,Machine à café,79.99,Électroménager,2,France,Ville_39_France,Apple Pay,Expédiée,4
V003414,2023-06-04,14:09:00,P001,Smartphone,499.99,Électronique,5,France,Ville_26_France,Virement bancaire,Annulée,5
V003415,2023-04-13,18:12:00,P004,Casque audio sans fil,149.99,Électronique,2,Italie,Ville_38_Italie,Apple Pay,Annulée,5
V003416,2023-12-02,19:03:00,P018,Parfum,69.99,Catégorie Invalide,5,France,Ville_27_France,PayPal,Annulée,1
V003417,2023-04-07,02:23:00,P008,Chaussures de sport,89.99,Vêtements,1,France,Ville_32_France,Virement bancaire,Annulée,2
V003418,2023-06-09,14:01:00,P018,Parfum,69.99,Beauté,3,Espagne,Ville_11_Espagne,PayPal,Livrée,2
V003419,2023-02-15,16:02:00,P001,Smartphone,499.99,Électronique,2,Espagne,Ville_49_Espagne,PayPal,Expédiée,3
V003420,2023-01-03,18:15:00,P011,Roman bestseller,14.99,Livres,1,Italie,Ville_17_Italie,Virement bancaire,Annulée,2
V003421,2023-04-28,00:21:00,P019,Couverture chauffante,44.99,Maison,2,Royaume-Uni,Ville_27_Royaume-Uni,Apple Pay,Livrée,10
V003422,2023-06-11,12:33:00,P020,Jeu de société,29.99,Catégorie Invalide,1,France,Ville_41_France,Carte de crédit,En cours de traitement,3
V003423,2023-12-25,01:39:00,P018,Parfum,69.99,Beauté,5,Espagne,Ville_10_Espagne,Virement bancaire,Livrée,4
V003424,2023-05-16,02:06:00,P006,Machine à café,79.99,Électroménager,2,Pays Inconnu,Ville_5_France,Carte de crédit,Expédiée,5
V003425,2023-12-31,07:32:00,P008,Chaussures de sport,89.99,Vêtements,1,Pays Inconnu,Ville_41_Italie,Apple Pay,Annulée,5
V003426,2023-10-17,05:28:00,P008,Chaussures de sport,89.99,Vêtements,5,Suisse,Ville_46_Suisse,PayPal,Annulée,2
V003427,2023-11-13,22:07:00,P018,Parfum,69.99,Beauté,2,France,Ville_43_France,PayPal,Annulée,1
V003428,2023-02-23,10:13:00,P009,Aspirateur robot,199.99,Électroménager,2,France,Ville_22_France,Virement bancaire,Annulée,4
V003429,2023-09-30,09:05:00,P014,Appareil photo numérique,349.99,Électronique,5,Allemagne,Ville_19_Allemagne,Carte de crédit,Livrée,2
V003430,2023-01-07,17:24:00,P014,Appareil photo numérique,349.99,Électronique,2,France,Ville_13_France,Virement bancaire,Annulée,5
V003431,2023-07-06,02:52:00,P006,Machine à café,79.99,Électroménager,3,France,Ville_42_France,Google Pay,Annulée,4
V003432,2023-07-28,12:13:00,P004,Casque audio sans fil,149.99,Électronique,3,France,Ville_43_France,Carte de crédit,Livrée,1
V003433,2023-08-14,05:56:00,P020,Jeu de société,29.99,Loisirs,5,Espagne,Ville_24_Espagne,Google Pay,En cours de traitement,4
V003434,2023-05-18,06:32:00,P019,Couverture chauffante,44.99,Maison,2,France,Ville_35_France,Apple Pay,En cours de traitement,3
V003435,2023-10-05,21:25:00,P015,Mixeur,34.99,Électroménager,1,France,Ville_48_France,Carte de crédit,En cours de traitement,3
V003436,2023-08-20,20:27:00,P007,Tablette,299.99,Électronique,1,France,Ville_41_France,Google Pay,Livrée,5
V003437,2023-11-12,19:09:00,P008,Chaussures de sport,89.99,Vêtements,2,France,Ville_37_France,Google Pay,Expédiée,4
V003438,2023-05-24,07:42:00,P008,Chaussures de sport,89.99,Vêtements,2,France,Ville_22_France,PayPal,Livrée,5
V003439,2023-01-01,12:01:00,P010,Montre connectée,129.99,Électronique,4,Suisse,Ville_44_Suisse,Virement bancaire,Annulée,1
V003440,2023-03-17,07:29:00,P013,Sac à dos,39.99,Accessoires,4,Belgique,Ville_13_Belgique,PayPal,Expédiée,3
V003441,2023-01-22,10:18:00,P011,Roman bestseller,14.99,Livres,3,France,Ville_21_France,Apple Pay,En cours de traitement,4
V003442,2023-11-22,13:37:00,P006,Machine à café,79.99,Électroménager,2,France,Ville_12_France,Carte de crédit,En cours de traitement,4
V003443,2023-11-15,16:50:00,P011,Roman bestseller,14.99,Livres,3,France,Ville_32_France,Google Pay,Livrée,3
V003444,2023-10-02,19:45:00,P001,Smartphone,499.99,Électronique,0,France,Ville_14_France,PayPal,Livrée,5
V003445,2023-01-21,03:56:00,P015,Mixeur,34.99,Électroménager,0,France,Ville_43_France,Virement bancaire,En cours de traitement,5
V003446,2023-07-18,01:15:00,P014,Appareil photo numérique,349.99,Électronique,3,France,Ville_24_France,Google Pay,Annulée,5
V003447,2023-12-17,07:49:00,P002,Ordinateur portable,899.99,Électronique,3,Allemagne,Ville_22_Allemagne,PayPal,Annulée,5
V003448,2023-04-20,08:08:00,P010,Montre connectée,129.99,Électronique,1,Allemagne,Ville_3_Allemagne,Google Pay,En cours de traitement,2
V003449,2023-03-18,21:50:00,P019,Couverture chauffante,44.99,Maison,3,Pays Inconnu,Ville_20_France,Carte de crédit,Livrée,4
V003450,2023-09-10,16:45:00,P006,Machine à café,79.99,Électroménager,3,France,Ville_44_France,Carte de crédit,En cours de traitement,1
V003451,2023-10-23,18:55:00,P003,Livre de cuisine,24.99,Livres,5,Espagne,Ville_17_Espagne,PayPal,Annulée,4
V003452,2023-06-10,07:00:00,P006,Machine à café,79.99,Électroménager,3,France,Ville_11_France,Google Pay,Livrée,2
V003453,2023-10-28,16:28:00,P007,Tablette,299.99,Électronique,5,France,Ville_16_France,Virement bancaire,Livrée,2
V003454,2023-01-15,00:11:00,P004,Casque audio sans fil,149.99,Électronique,0,France,Ville_9_France,Google Pay,Expédiée,4
V003455,2023-12-10,07:53:00,P018,Parfum,69.99,Beauté,1,Royaume-Uni,Ville_43_Royaume-Uni,Carte de crédit,En cours de traitement,1
V003456,2023-03-26,12:43:00,P017,Stylo de luxe,49.99,Papeterie,2,France,Ville_13_France,PayPal,Expédiée,4
V003457,2023-03-27,13:46:00,P004,Casque audio sans fil,149.99,Électronique,2,France,Ville_13_France,Google Pay,Expédiée,5
V003458,2023-07-31,03:09:00,P003,Livre de cuisine,24.99,Livres,4,Royaume-Uni,Ville_25_Royaume-Uni,Google Pay,Expédiée,4
V003459,2023-01-02,09:33:00,P019,Couverture chauffante,44.99,Maison,2,Allemagne,Ville_19_Allemagne,PayPal,Annulée,4
V003460,2023-08-23,18:22:00,P004,Casque audio sans fil,149.99,Électronique,2,France,Ville_10_France,Carte de crédit,En cours de traitement,10
V003461,2023-01-15,00:13:00,P007,Tablette,299.99,Électronique,2,Royaume-Uni,Ville_3_Royaume-Uni,Google Pay,Expédiée,3
V003462,2023-06-29,23:53:00,P004,Casque audio sans fil,149.99,Électronique,4,France,Ville_16_France,Google Pay,Annulée,3
V003463,2023-04-29,14:09:00,P013,Sac à dos,39.99,Accessoires,2,France,Ville_36_France,Carte de crédit,Livrée,2
V003464,2023-05-26,06:30:00,P018,Parfum,69.99,Beauté,5,Autriche,Ville_3_Autriche,Google Pay,Annulée,2
V003465,2023-03-21,06:54:00,P009,Aspirateur robot,199.99,Électroménager,2,France,Ville_24_France,PayPal,En cours de traitement,5
V003466,2023-07-17,15:25:00,P003,Livre de cuisine,24.99,Livres,1,France,Ville_41_France,Apple Pay,Livrée,2
V003467,2023-03-08,18:22:00,P016,Tapis de yoga,29.99,Sport,5,Allemagne,Ville_38_Allemagne,Carte de crédit,Annulée,2
V003468,2023-04-09,20:17:00,P007,Tablette,299.99,Électronique,4,France,Ville_26_France,PayPal,Annulée,4
V003469,2023-06-13,15:30:00,P013,Sac à dos,39.99,Accessoires,2,France,Ville_41_France,Carte de crédit,En cours de traitement,3
V003470,2023-02-21,11:19:00,P014,Appareil photo numérique,349.99,Électronique,3,France,Ville_5_France,Carte de crédit,Expédiée,3
V003471,2023-11-13,02:06:00,P018,Parfum,69.99,Beauté,1,France,Ville_3_France,Virement bancaire,Expédiée,5
V003472,2023-07-03,17:43:00,P005,T-shirt,19.99,Vêtements,1,France,Ville_38_France,PayPal,Annulée,5
V003473,2023-06-05,13:18:00,P014,Appareil photo numérique,349.99,Électronique,2,Allemagne,Ville_41_Allemagne,Apple Pay,Expédiée,4
V003474,2023-02-28,14:45:00,P001,Smartphone,499.99,Électronique,3,France,Ville_5_France,Apple Pay,En cours de traitement,3
V003475,2023-05-14,20:45:00,P018,Parfum,69.99,Beauté,2,France,Ville_21_France,Carte de crédit,Expédiée,4
V003476,2023-01-05,00:30:00,P004,Casque audio sans fil,149.99,Électronique,3,Belgique,Ville_8_Belgique,PayPal,En cours de traitement,4
V003477,2023-06-29,18:08:00,P011,Roman bestseller,14.99,Livres,5,France,Ville_45_France,Virement bancaire,Livrée,5
V003478,2023-01-23,11:04:00,P017,Stylo de luxe,49.99,Papeterie,5,France,Ville_45_France,PayPal,Expédiée,5
V003479,2023-11-10,22:03:00,P003,Livre de cuisine,24.99,Livres,1,France,Ville_48_France,Virement bancaire,Livrée,5
V003480,2023-02-13,17:35:00,P019,Couverture chauffante,44.99,Maison,4,Royaume-Uni,Ville_47_Royaume-Uni,Google Pay,Expédiée,3
V003481,2023-06-23,09:36:00,P008,Chaussures de sport,89.99,Vêtements,4,Allemagne,Ville_13_Allemagne,PayPal,Livrée,3
V003482,2023-01-19,10:10:00,P002,Ordinateur portable,899.99,Électronique,5,Espagne,Ville_9_Espagne,Carte de crédit,Annulée,4
V003483,2023-06-10,20:39:00,P009,Aspirateur robot,199.99,Électroménager,3,France,Ville_49_France,Virement bancaire,En cours de traitement,3
V003484,2023-08-05,06:24:00,P017,Stylo de luxe,49.99,Papeterie,5,France,Ville_40_France,Apple Pay,Annulée,4
V003485,2023-01-14,04:08:00,P018,Parfum,69.99,Beauté,3,Italie,Ville_17_Italie,Virement bancaire,En cours de traitement,2
V003486,2023-09-17,08:38:00,P016,Tapis de yoga,29.99,Sport,2,France,Ville_11_France,Google Pay,Annulée,1
V003487,2023-04-14,06:07:00,P003,Livre de cuisine,24.99,Livres,3,France,Ville_34_France,Google Pay,Livrée,3
V003488,2023-11-08,23:42:00,P012,Enceinte Bluetooth,59.99,Électronique,1,France,Ville_42_France,Carte de crédit,En cours de traitement,5
V003489,2023-03-22,22:52:00,P015,Mixeur,34.99,Électroménager,2,France,Ville_22_France,Virement bancaire,Expédiée,1
V003490,2023-06-07,11:38:00,P014,Appareil photo numérique,349.99,Électronique,5,Allemagne,Ville_12_Allemagne,Apple Pay,Livrée,3
V003491,2023-04-09,00:15:00,P004,Casque audio sans fil,149.99,Électronique,4,Allemagne,Ville_36_Allemagne,Google Pay,Annulée,5
V003492,2023-10-20,11:01:00,P005,T-shirt,19.99,Vêtements,1,France,Ville_47_France,Virement bancaire,Annulée,1
V003493,2023-05-19,01:33:00,P010,Montre connectée,129.99,Électronique,1,France,Ville_25_France,Carte de crédit,En cours de traitement,5
V003494,2023-07-24,20:51:00,P014,Appareil photo numérique,349.99,Électronique,5,France,Ville_38_France,PayPal,Annulée,3
V003495,2023-08-23,18:40:00,P004,Casque audio sans fil,149.99,Électronique,3,Espagne,Ville_25_Espagne,PayPal,Expédiée,5
V003496,2023-10-25,02:22:00,P007,Tablette,299.99,Électronique,1,Royaume-Uni,Ville_47_Royaume-Uni,Apple Pay,Expédiée,5
V003497,2023-12-19,04:19:00,P004,Casque audio sans fil,149.99,Électronique,3,France,Ville_24_France,Virement bancaire,Annulée,2
V003498,2023-09-14,16:07:00,P002,Ordinateur portable,899.99,Électronique,3,Espagne,Ville_20_Espagne,PayPal,Annulée,5
V003499,2023-05-30,19:14:00,P020,Jeu de société,29.99,Loisirs,1,Pays Inconnu,Ville_3_Espagne,PayPal,En cours de traitement,4
V003500,2023-06-20,19:28:00,P008,Chaussures de sport,89.99,Vêtements,1,Suisse,Ville_41_Suisse,Google Pay,Expédiée,3
V003501,2023-12-29,07:34:00,P008,Chaussures de sport,89.99,Vêtements,4,France,Ville_43_France,Virement bancaire,En cours de traitement,4
V003502,2023-08-26,14:17:00,P006,Machine à café,79.99,Électroménager,2,Belgique,Ville_50_Belgique,PayPal,En cours de traitement,1
V003503,2023-04-14,12:51:00,P004,Casque audio sans fil,149.99,Électronique,4,Allemagne,Ville_19_Allemagne,Apple Pay,Expédiée,4
V003504,2023-06-04,01:07:00,P007,Tablette,299.99,Électronique,5,France,Ville_8_France,Google Pay,Expédiée,5
V003505,2023-03-06,05:24:00,P005,T-shirt,19.99,Vêtements,2,France,Ville_1_France,Virement bancaire,Annulée,1
V003506,2023-07-25,00:55:00,P006,Machine à café,79.99,Électroménager,2,Belgique,Ville_6_Belgique,PayPal,Expédiée,5
V003507,2023-03-12,22:36:00,P018,Parfum,69.99,Beauté,0,France,Ville_28_France,Virement bancaire,Livrée,5
